,0,1
0,90.112686,28.792835
1,82.61301,-43.093998
2,86.24031,10.546634
3,85.69434,23.877317
4,90.289536,30.009758
5,55.745014,0.95435464
6,67.889496,-22.038126
7,66.01817,3.8032799
8,84.053665,35.71314
9,88.20398,26.96795
10,80.147835,28.605583
11,70.491936,2.87177
12,85.79396,25.030428
13,82.32265,29.17171
14,83.05502,36.97997
15,85.415,41.702847
16,83.1724,37.370255
17,87.157196,40.057636
18,85.88815,34.044315
19,84.48593,27.605455
20,83.64527,29.50463
21,84.87335,33.174225
22,83.78112,29.605234
23,85.06765,33.804497
24,82.479576,31.997942
25,80.15016,52.278114
26,78.45203,50.112614
27,73.91263,42.142845
28,74.20982,41.33569
29,71.08116,29.359009
30,71.16684,22.28118
31,70.81012,22.307253
32,72.03756,21.389395
33,70.631096,22.323456
34,68.204346,23.052526
35,69.16657,23.191608
36,19.549849,26.769705
37,19.560425,26.716316
38,19.556427,26.718693
39,18.025995,22.673609
40,19.887608,18.590464
41,14.967465,17.709206
42,-21.63914,46.317913
43,39.00512,-51.423725
44,18.309057,21.111582
45,-14.500427,41.617744
46,-30.17061,39.24492
47,-14.74485,19.852718
48,-50.316895,47.24342
49,-50.47304,47.706642
50,-58.91579,45.526188
51,-5.791854,15.649277
52,-15.936045,18.659286
53,-40.25302,33.203693
54,-5.6768584,9.961078
55,-11.667938,4.9405107
56,-74.38624,23.725441
57,-74.92432,23.55692
58,-74.230835,23.395947
59,-73.511665,23.353807
60,-15.511563,-0.07851494
61,-79.60678,-6.072992
62,-66.997314,-2.4328594
63,-85.11353,4.2010603
64,-36.739178,1.7613499
65,-22.22898,-7.961223
66,-80.041885,-5.0611825
67,-71.617195,3.4931602
68,-83.649506,-7.5637774
69,-80.396484,-5.234876
70,-83.91434,-7.5368795
71,-82.83013,-5.3926377
72,-21.241226,-32.04604
73,-71.700424,-26.023634
74,-84.93011,-8.250645
75,-71.927795,-26.064625
76,-84.93335,-8.210631
77,-76.038925,-36.702705
78,-73.18191,-32.32319
79,-76.6372,-37.093166
80,-84.10766,-45.33689
81,-79.05488,-35.279633
82,-27.937868,-38.908936
83,-79.49363,-35.430176
84,-80.52524,-36.963
85,-78.82286,-37.611782
86,-76.83626,-40.060787
87,-69.24567,-34.59694
88,-76.17339,-37.647816
89,-77.35134,-39.514744
90,-76.65144,-39.942425
91,-68.58955,-31.530529
92,-51.88951,-62.93989
93,-16.784105,-47.470203
94,-43.573677,-65.368355
95,-40.79056,-53.20392
96,-37.799805,-70.38704
97,-49.932743,-63.003803
98,-53.936695,-52.03788
99,-37.999096,-63.14019
100,-46.252216,-54.094875
101,-52.067024,-64.391045
102,-35.41039,-60.23413
103,-15.652165,-42.175083
104,-49.65315,-65.734764
105,-17.739607,-70.7155
106,-39.931892,-55.530987
107,-36.437725,-70.09234
108,-28.947613,-60.597927
109,-39.93648,-77.95844
110,-42.527615,-51.865204
111,-25.215134,-47.841164
112,-27.271791,-54.712708
113,-37.196117,-77.736084
114,26.18884,-48.31794
115,-38.910583,-78.682495
116,-42.77221,-69.65073
117,-10.577159,-41.284756
118,-23.117264,-74.83241
119,-31.236687,-80.64449
120,-25.266209,-90.55376
121,-22.726643,-59.88101
122,-18.965324,-64.31671
123,20.979456,-31.987045
124,-20.600122,-59.343845
125,-29.52215,-81.31317
126,59.527416,-42.973755
127,-15.657706,-69.49494
128,-27.98595,-61.976997
129,-34.330658,-79.04506
130,-27.903563,-86.764656
131,-29.652342,-76.21645
132,-21.211136,-72.31399
133,-39.882763,-82.99553
134,-27.30699,-54.878784
135,-23.163853,-74.73596
136,-34.251873,-78.97916
137,-23.819628,-90.87156
138,-24.865185,-62.9604
139,-32.64073,-77.69749
140,-24.055153,-59.69578
141,-40.316692,-80.62497
142,-18.518438,-68.07412
143,-26.992558,-83.481834
144,-22.48519,-60.48484
145,-19.099108,-72.53425
146,-31.193789,-80.463196
147,-21.844553,-77.316605
148,-23.962042,-90.75009
149,-25.210815,-89.59091
150,-27.193182,-87.85685
151,-27.42378,-87.99446
152,-27.182644,-84.48224
153,-27.721764,-87.75173
154,-28.537827,-86.654724
155,-32.578667,-77.66066
156,-23.56971,-90.33722
157,-26.149696,-65.38421
158,-22.990307,-74.90935
159,-22.841843,-78.064964
160,-23.547184,-90.64432
161,-21.394083,-61.50123
162,4.397115,-71.912766
163,-24.49766,-89.55893
164,-26.729567,-88.333244
165,-24.765558,-89.48596
166,4.9226155,-71.16744
167,-27.54921,-87.892555
168,38.286102,-52.473454
169,-26.973122,-84.70022
170,-25.684778,-89.84758
171,-24.58172,-87.61919
172,-26.564617,-89.218025
173,-27.56271,-87.89021
174,-26.774235,-88.20003
175,-26.704239,-88.25609
176,-14.539281,-89.93455
177,-27.551004,-88.23159
178,-24.371677,-89.63369
179,-26.924738,-88.25396
180,-14.251217,-90.079445
181,-27.335157,-88.17819
182,-27.554424,-82.88251
183,2.2303069,-73.78643
184,-3.7501938,-73.973595
185,-14.448323,-88.93695
186,13.152643,-56.701153
187,24.451622,-4.051393
188,89.512634,-47.507843
189,85.316605,-16.220644
190,5.3846016,-29.921267
191,-0.8522113,-23.304173
192,19.70711,-3.1814506
193,89.9452,-41.536427
194,1.8665267,-36.616016
195,-1.2209241,-46.063427
196,-23.664104,-75.6321
197,29.287405,-48.45086
198,-27.737915,-63.445816
199,-28.340012,-65.28012
200,20.040962,-38.142895
201,-16.19377,-57.263004
202,-24.700298,-47.612698
203,-44.48274,-72.85322
204,-22.112253,-20.20143
205,-46.680405,-67.725716
206,-42.50028,-79.267525
207,-38.90684,-69.984924
208,19.485424,-3.969528
209,39.52256,-14.728575
210,74.9452,-26.141075
211,3.5889492,-4.356789
212,-2.9354908,-8.053641
213,5.553855,-16.937195
214,-87.224724,-3.4509995
215,-82.64876,-4.7307076
216,-82.8388,-7.9862266
217,-83.48285,-7.6132393
218,-82.61625,-12.56648
219,-80.90333,-8.44232
220,-71.81737,-26.176071
221,-39.11609,-11.881535
222,-19.869099,-12.436851
223,-48.312534,-21.77928
224,-15.822418,-10.861891
225,-33.37612,-25.305498
226,-70.32557,-28.17245
227,-76.66678,-36.87557
228,-77.63533,-41.09842
229,-88.180786,-27.022593
230,-79.986435,-41.214905
231,-44.707085,-29.980263
232,-70.666534,-30.878366
233,-70.68094,-30.912523
234,-75.86215,-37.432
235,-81.58342,-43.76439
236,-67.63412,-54.445866
237,-51.286167,-55.197777
238,-7.2635055,-51.137844
239,-51.81791,-20.819185
240,38.43599,-51.508907
241,-79.952866,-41.216328
242,-65.639595,-49.745235
243,-80.90763,-40.154804
244,-82.80433,-44.321285
245,-80.70394,-40.336422
246,-29.806692,-30.016958
247,-70.191414,-31.338661
248,-75.91552,-37.4918
249,-77.28552,-39.612354
250,-48.278687,-63.523144
251,-49.065186,-67.101166
252,-39.37706,-63.348217
253,-44.066353,-80.32627
