number_of_scr_onsets,number_of_scr_peaks,number_of_scr_recoveries,mean_scr_height,mean_scr_amplitude,mean_scr_rise_time,mean_scr_recovery_time,mixed_min_feat,mixed_max_feat,mixed_mean_feat,mixed_std_feat,mixed_dynamic_range_feat,mixed_slope_feat,mixed_absolute_slope_feat,mixed_first_derivetive_mean_feat,mixed_first_derivative_std_feat,mixed_dc_term,mixed_sum_of_all_coefficients,mixed_information_entropy,mixed_spectral_energy,tonic_min_feat,tonic_max_feat,tonic_mean_feat,tonic_std_feat,tonic_dynamic_range_feat,tonic_slope_feat,tonic_absolute_slope_feat,tonic_first_derivetive_mean_feat,tonic_first_derivative_std_feat,tonic_dc_term,tonic_sum_of_all_coefficients,tonic_information_entropy,tonic_spectral_energy,phasic_min_feat,phasic_max_feat,phasic_mean_feat,phasic_std_feat,phasic_dynamic_range_feat,phasic_slope_feat,phasic_absolute_slope_feat,phasic_first_derivetive_mean_feat,phasic_first_derivative_std_feat,phasic_dc_term,phasic_sum_of_all_coefficients,phasic_information_entropy,phasic_spectral_energy
-0.6341586275286565,-0.6177207681213422,-0.5967205691797633,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-0.5133027042631861,-0.6386479648124735,-0.5653055297021563,-0.4212280588588306,-0.46212262811778315,-0.13817897215227207,-0.44357571810156754,-0.054283596388985424,-0.5057926551303152,-0.5703857019149826,-0.5703857019149826,0.15984106161875017,-0.5653055297021563,-0.8188737665448934,-0.6431526742589679,-0.7062880658613996,2.205843851036257,2.215224003747468,-2.313387920043463,2.167870182895952,-2.360503066036033,4.113216706457381,-0.6123745039244548,-0.6123745039244548,-1.395234926799244,-0.7062880658613996,1.38589531485595,0.5834690605181729,1.868762805304771,-0.1795087664760862,-0.37502723059482956,0.7042041079187248,0.22896321616241838,0.8234799956981014,-0.5035354382724956,-0.504931861951985,-0.504931861951985,0.4921603658678478,1.599117987592288
1.4797034642335318,1.4413484589497987,-0.5967205691797633,5.115811824260978,1.461949376279935,0.7886018002977387,-0.2921864025623723,-2.2426359626568004,-0.4357888581586155,-0.9875745244340054,7.6535382114313295,6.5576955133535595,-6.3031323519670615,6.740313407297318,-5.155711693974616,7.412368410129,-0.5703857019149826,-0.5703857019149826,-7.875510295939617,-0.9875745244340054,-1.3906363298504296,-0.9067310740761836,-1.135394609229519,6.15311623534079,6.146759798728177,-5.417705369199291,6.157888666971115,-5.386550614383376,1.9596743338068394,-0.8764046114955458,-0.8764046114955458,-9.390641695844314,-1.135394609229519,-6.811350551524418,4.653008619000433,1.9278058688777548,6.967480350200316,6.6386582324465175,-5.093963635814444,5.332681726887004,-3.8102175486927865,7.403952123907838,1.5540247987647426,1.5540247987647426,1.2768534373868352,1.6755096908473126
-0.6341586275286565,-0.6177207681213422,-0.5967205691797633,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-2.039175648181946,-1.8557234247564405,-1.8896773948359846,0.3280495793071193,0.6463152516453144,0.5329166067971322,0.029069751115906768,1.2211356557226878,0.3119995341936873,-2.2014914797733307,-2.2014914797733307,-0.057931652261924975,-1.8896773948359846,-1.887764653224203,-1.4865383342106289,-1.7039656269483496,4.995622543894632,5.0570829303378835,-4.512722568335768,4.994702825846039,-4.561610109359908,2.623867414896734,-1.457205516918579,-1.457205516918579,-7.289479519107401,-1.7039656269483496,-4.266770307962631,-0.5721599882385494,-2.673509891090935,1.5330947232524788,1.9351875829106115,2.278594948543735,2.064984496499184,3.0906205938895472,0.3922393251326472,5.263717457492245,5.263717457492245,-1.8903663063860439,2.635859738247352
-0.6341586275286565,-0.6177207681213422,-0.5967205691797633,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-2.039175648181946,-2.0585825314102975,-2.0688302928398397,-0.05656537802866807,-0.09264333486341865,-0.7945251977181695,0.3212505866321609,-0.6919932224448212,-0.6661486688445493,-1.8956442241348994,-1.8956442241348994,0.05978033355122916,-2.0688302928398397,-2.1449056516282803,-1.96634364763448,-2.0704717265887127,2.151811208990771,2.1805396662400294,-2.295972349871524,2.1454857302634935,-2.330770899645108,2.1855479511535756,-1.937833097191962,-1.937833097191962,-1.859617885305102,-2.0704717265887127,0.2706583771448768,-0.6290049090757165,-0.14374520952806813,-0.467917896052202,-0.5469815146753325,-0.04242905869785258,-0.5583109939936097,0.09130070854355656,-0.6952858495543361,-0.6030582524731045,-0.6030582524731045,-0.5724822019966282,-0.6372263986213679
1.4797034642335318,1.4413484589497987,1.5799959724822668,0.19318516165420696,0.09369495407858142,0.1579378303939973,0.09390071345340657,-2.140905805419374,-2.2614416380641544,-2.203194966342731,-0.31582921325999425,-0.46212262811778315,-0.3151712127543132,-0.23733042244303246,0.2645712166389342,-0.0913120127480342,-2.2014914797733285,-2.2014914797733285,0.12114866118026273,-2.203194966342731,-2.2158637392164473,-2.2088620527354155,-2.222684296050075,-0.014993731675951085,-0.028975200136875646,-0.5996089942759641,-0.034871548073053614,-0.6150124287587018,1.2456630189842337,-2.1807671184591557,-2.1807671184591557,0.11713176776653628,-2.222684296050075,0.425877894758531,-0.33614508507576474,0.08785821141763643,-0.34997538424213825,-0.44391271586932407,-0.13248386252663724,-0.4532909875506334,0.5297103995160412,-0.08333920692321418,-0.37875261016908296,-0.37875261016908296,0.10984470424424626,-0.7050702951442144
-0.6341586275286565,-0.6177207681213422,-0.5967205691797633,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-2.140905805419374,-2.3628711913910836,-2.260779826415398,-0.5341736428379558,-0.8316019213721517,-0.17505235561103064,-0.4006079481727061,-0.5325658159308648,-0.48416924201832606,-2.2014914797733294,-2.2014914797733294,0.1610818070801208,-2.260779826415398,-2.215606753068051,-2.21919946708847,-2.223431208514784,-0.14771798188242238,-0.1651707260539828,0.5144979755217163,-0.14812304294281695,0.5070715856576795,0.38904693976199484,-2.2421691915060715,-2.2421691915060715,0.1662633742152083,-2.223431208514784,0.1804945303378175,-0.927317874361744,-0.6885658266170863,-0.4568808672105372,-0.6885960463704428,-0.38863986406154255,-0.15456727945451804,-0.7921890670320978,-0.47897825052360143,-0.6378485513949652,-0.6378485513949652,-0.5815396098478279,0.06767901090970883
1.4797034642335318,1.4413484589497987,-0.5967205691797633,8.052700315376672,8.588237320429442,2.6805937100089627,-0.2921864025623723,-2.3443661198942283,-0.8415070714663316,-1.9984537919790637,5.303286507048561,5.449257633590454,4.7142719364923344,4.901514233952931,5.525302265307984,3.473447179219778,-2.303440564986141,-2.303440564986141,-5.44077497908696,-1.9984537919790637,-2.158921169332743,-2.160526202743812,-2.1521523017610322,-0.08890673925483834,-0.1365715874910335,0.5494577392116542,-0.1031888164642446,0.49900997003227593,1.0598787912988763,-2.185623637153555,-2.185623637153555,0.14777934576849014,-2.1521523017610322,-1.6514875134127565,7.629587811002241,1.9267026985496618,5.657520784430745,5.755210751597733,5.112034925498175,5.369282235032804,6.0602370649370325,3.5294752613548503,0.3860622258909987,0.3860622258909987,-1.5988005049049516,1.6740823756769325
-0.6341586275286565,-0.6177207681213422,-0.5967205691797633,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-2.3443661198942283,-0.9429366247932607,-2.2095982789121784,4.183206278443916,5.079778340336086,-3.065839264249684,2.9679645871541673,-5.633869458085952,4.74665462454193,-0.7742838723406035,-0.7742838723406035,-3.8795983861959398,-2.2095982789121784,-2.227609698886956,-2.1652651167538517,-2.1899300687539784,0.7153149096042191,0.6819225907448639,-1.1875354708091368,0.7207977889280498,-1.1537093644244,0.6261931147515899,-2.1370954681836998,-2.1370954681836998,-0.30619935044910523,-2.1899300687539784,-1.549772720591908,7.032487774125575,-0.44438257425382754,4.350844228590807,5.319643051359576,-3.015840267466481,2.909218232944617,-5.9375079531967545,4.801785791937679,9.779756502478056,9.779756502478056,-2.555479178994137,-0.2482526739582841
1.4797034642335318,1.4413484589497987,-0.5967205691797633,0.2471514017194671,0.1616320353256194,0.7886018002977387,-0.2921864025623723,-2.3443661198942283,-2.3628711913910836,-2.311966368702214,-0.0938193256329313,-0.09264333486341865,-0.08655623531001105,-0.5037305960019725,0.26457121663893074,0.05061215573619045,-2.4053896501989493,-2.4053896501989493,0.06291502987028223,-2.311966368702214,-2.3607670731806496,-2.2914033539165404,-2.3292232500184373,0.7556904613611475,0.7650150511455094,-1.2233462191405282,0.7668257967304317,-1.2271160073310337,-0.1690039811968049,-2.2634498748801017,-2.2634498748801017,-0.35726778936320047,-2.3292232500184373,-0.03829984803483634,-0.2814495160288773,0.04883548116711336,0.0007810125105686189,-0.15881916910517327,0.3571976179293719,-0.17570840894846887,0.7591537829586127,0.05585153990763922,0.5818454071373997,0.5818454071373997,0.47165244270335405,-0.7555590850054308
-0.6341586275286565,-0.6177207681213422,1.5799959724822668,-0.4729298426895192,-0.41862342788840456,-0.4727261395097441,-0.2921864025623723,-2.2426359626568004,-2.4643007447180123,-2.3887461821324374,-0.5697458064384039,-0.8316019213721557,-0.1750523556110288,-0.4006079481727082,-0.3731384094169016,-0.8741803266363464,-2.303440564986139,-2.303440564986139,0.1652942116460984,-2.3887461821324374,-2.4085871478429404,-2.421082167182642,-2.423137015624715,-0.2761991037921371,-0.2899884745250493,-0.3860569434407957,-0.30935270024265216,-0.37261686627157525,1.1798125670661812,-2.39335092534586,-2.39335092534586,0.20198314887671512,-2.423137015624715,0.962646360647411,-0.39561913002845095,0.2753541594499406,-0.6007172932437674,-0.771183603785659,-0.05386002940733622,-0.5449804378597932,-0.2821844959813491,-0.8798065811021157,-0.2615917152663307,-0.2615917152663307,-1.673535295491683,-0.462482360900283
